loss_b:0.7724, loss_b_eval:0.7664, train loss:0.3391, train acc:0.9160, train acc ori:0.9489,          eval acc:90.4000, time elapsed:2163.9308, epoch 120 train cleaned, 3738 samples changed,          total remain noise:5816, max class noise:686
loss_b:0.7711, loss_b_eval:0.7621, train loss:0.3627, train acc:0.9094, train acc ori:0.9486,          eval acc:90.3300, time elapsed:2182.6229, epoch 121 train cleaned, 3987 samples changed,          total remain noise:5560, max class noise:676
loss_b:0.7726, loss_b_eval:0.7678, train loss:0.3372, train acc:0.9155, train acc ori:0.9480,          eval acc:90.6000, time elapsed:2201.2878, epoch 122 train cleaned, 3748 samples changed,          total remain noise:5808, max class noise:680
loss_b:0.7718, loss_b_eval:0.7662, train loss:0.3505, train acc:0.9112, train acc ori:0.9468,          eval acc:90.5900, time elapsed:2220.4997, epoch 123 train cleaned, 4010 samples changed,          total remain noise:5496, max class noise:675
loss_b:0.7734, loss_b_eval:0.7678, train loss:0.3281, train acc:0.9168, train acc ori:0.9464,          eval acc:90.5900, time elapsed:2239.2114, epoch 124 train cleaned, 3582 samples changed,          total remain noise:5943, max class noise:677
loss_b:0.7708, loss_b_eval:0.7634, train loss:0.3544, train acc:0.9085, train acc ori:0.9452,          eval acc:90.2000, time elapsed:2257.8978, epoch 125 train cleaned, 3905 samples changed,          total remain noise:5619, max class noise:687
loss_b:0.7723, loss_b_eval:0.7692, train loss:0.3266, train acc:0.9165, train acc ori:0.9443,          eval acc:90.5100, time elapsed:2276.6065, epoch 126 train cleaned, 3673 samples changed,          total remain noise:5846, max class noise:671
loss_b:0.7719, loss_b_eval:0.7649, train loss:0.3440, train acc:0.9113, train acc ori:0.9449,          eval acc:90.2700, time elapsed:2295.5586, epoch 127 train cleaned, 3963 samples changed,          total remain noise:5541, max class noise:685
loss_b:0.7737, loss_b_eval:0.7678, train loss:0.3157, train acc:0.9181, train acc ori:0.9434,          eval acc:90.5400, time elapsed:2314.0954, epoch 128 train cleaned, 3486 samples changed,          total remain noise:6033, max class noise:675
loss_b:0.7723, loss_b_eval:0.7646, train loss:0.3435, train acc:0.9101, train acc ori:0.9424,          eval acc:90.1800, time elapsed:2332.6264, epoch 129 train cleaned, 3803 samples changed,          total remain noise:5720, max class noise:684
loss_b:0.7736, loss_b_eval:0.7656, train loss:0.3160, train acc:0.9184, train acc ori:0.9424,          eval acc:90.2100, time elapsed:2351.4161, epoch 130 train cleaned, 3647 samples changed,          total remain noise:5845, max class noise:667
loss_b:0.7728, loss_b_eval:0.7652, train loss:0.3307, train acc:0.9146, train acc ori:0.9419,          eval acc:90.2600, time elapsed:2370.2191, epoch 131 train cleaned, 3724 samples changed,          total remain noise:5774, max class noise:699
loss_b:0.7730, loss_b_eval:0.7676, train loss:0.3160, train acc:0.9171, train acc ori:0.9407,          eval acc:90.2900, time elapsed:2388.8127, epoch 132 train cleaned, 3563 samples changed,          total remain noise:5970, max class noise:671
loss_b:0.7724, loss_b_eval:0.7662, train loss:0.3288, train acc:0.9134, train acc ori:0.9398,          eval acc:90.0800, time elapsed:2407.4490, epoch 133 train cleaned, 3748 samples changed,          total remain noise:5740, max class noise:682
loss_b:0.7727, loss_b_eval:0.7663, train loss:0.3070, train acc:0.9191, train acc ori:0.9394,          eval acc:90.3300, time elapsed:2426.4632, epoch 134 train cleaned, 3444 samples changed,          total remain noise:6013, max class noise:684
loss_b:0.7727, loss_b_eval:0.7664, train loss:0.3267, train acc:0.9131, train acc ori:0.9376,          eval acc:90.1000, time elapsed:2445.1669, epoch 135 train cleaned, 3659 samples changed,          total remain noise:5821, max class noise:702
loss_b:0.7728, loss_b_eval:0.7673, train loss:0.3044, train acc:0.9189, train acc ori:0.9383,          eval acc:89.9700, time elapsed:2464.2218, epoch 136 train cleaned, 3540 samples changed,          total remain noise:5950, max class noise:673
loss_b:0.7729, loss_b_eval:0.7671, train loss:0.3184, train acc:0.9149, train acc ori:0.9366,          eval acc:89.9000, time elapsed:2482.8759, epoch 137 train cleaned, 3656 samples changed,          total remain noise:5860, max class noise:710
loss_b:0.7737, loss_b_eval:0.7681, train loss:0.2949, train acc:0.9190, train acc ori:0.9352,          eval acc:90.2400, time elapsed:2501.8089, epoch 138 train cleaned, 3352 samples changed,          total remain noise:6135, max class noise:709
loss_b:0.7726, loss_b_eval:0.7665, train loss:0.3176, train acc:0.9145, train acc ori:0.9338,          eval acc:89.8900, time elapsed:2520.7416, epoch 139 train cleaned, 3643 samples changed,          total remain noise:5868, max class noise:700
loss_b:0.7740, loss_b_eval:0.7674, train loss:0.2883, train acc:0.9217, train acc ori:0.9326,          eval acc:89.8200, time elapsed:2539.5197, epoch 140 train cleaned, 3321 samples changed,          total remain noise:6184, max class noise:712
loss_b:0.7734, loss_b_eval:0.7671, train loss:0.3128, train acc:0.9146, train acc ori:0.9325,          eval acc:89.6100, time elapsed:2558.4022, epoch 141 train cleaned, 3509 samples changed,          total remain noise:5967, max class noise:696
loss_b:0.7737, loss_b_eval:0.7685, train loss:0.2871, train acc:0.9208, train acc ori:0.9310,          eval acc:89.8800, time elapsed:2577.4560, epoch 142 train cleaned, 3242 samples changed,          total remain noise:6221, max class noise:716
